Hit,Z-score,rmsd,lali,nres,%id,Description
6k8v-A,4,3.3,84,545,5,NAD-DEPENDENT EPIMERASE/DEHYDRATASE:SHORT-CHA 
6nq4-A,4,3,79,271,10,HAD SUPERFAMILY HYDROLASE                    
5ksw-B,4,3.6,77,262,6,DIHYDROOROTATE DEHYDROGENASE                 
3tov-A,4,3.8,105,348,8,GLYCOSYL TRANSFERASE FAMILY 9                
3oqp-A,4,3.3,87,208,16,PUTATIVE ISOCHORISMATASE                     
6dfe-B,4,3.9,98,325,7,ADP-HEPTOSE--LPS HEPTOSYLTRANSFERASE         
6ese-A,4,3.2,88,418,14,FLAVIN-DEPENDENT L-TRYPTOPHAN OXIDASE VIOA   
4wvm-B,4,2.7,70,616,16,STONUSTOXIN SUBUNIT ALPHA                    
3fef-A,4,3.1,84,434,15,"PUTATIVE GLUCOSIDASE LPLD, ALPHA-GALACTURONID "
2g36-A,4,3.8,80,323,1,TRYPTOPHANYL-TRNA SYNTHETASE                 
5y2f-A,4,3.3,81,297,6,NAD-DEPENDENT PROTEIN DEACETYLASE SIRTUIN-6  
2iz7-A,4,3.5,87,162,8,MOCO CARRIER PROTEIN                         
1f0k-A,4,3.6,90,351,17,UDP-N-ACETYLGLUCOSAMINE-N-ACETYLMURAMYL-      
1yzv-A,4,3.3,89,195,9,HYPOTHETICAL PROTEIN                         
4joq-A,4,3.4,76,297,12,"ABC RIBOSE TRANSPORTER, PERIPLASMIC SOLUTE-BI "
4kq9-A,4,3.9,76,298,9,"RIBOSE ABC TRANSPORTER, SUBSTRATE BINDING PRO "
4r2l-B,4,3.3,74,136,5,UNIVERSAL STRESS PROTEIN F                   
3c4n-A,4,3.3,86,359,12,UNCHARACTERIZED PROTEIN DR_0571              
3a2k-A,4,3.4,75,462,8,TRNA(ILE)-LYSIDINE SYNTHASE                  
3dao-B,4,3.1,87,274,6,PUTATIVE PHOSPHATE                           
5mlq-A,4,3.2,81,226,4,CDPS                                         
2jzt-A,4,3.5,87,142,11,PUTATIVE THIOL-DISULFIDE ISOMERASE AND        
6oww-E,4,2.7,90,329,10,CALSEQUESTRIN-2                              
6oww-D,4,2.7,90,329,10,CALSEQUESTRIN-2                              
4mnn-A,4,2.7,68,165,24,GLUTAREDOXIN RELATED PROTEIN                 
5jfm-B,3.9,4.1,103,452,6,ALDEHYDE DEHYDROGENASE                       
1yb2-A,3.9,2.7,69,230,6,HYPOTHETICAL PROTEIN TA0852                  
1u6t-A,3.9,2.8,72,121,11,SH3 DOMAIN-BINDING GLUTAMIC ACID-RICH-LIKE    
6ifd-B,3.9,3.5,83,234,8,CMP-N-ACETYLNEURAMINATE SYNTHETASE           
6i5x-B,3.9,3.1,84,261,7,PHOSPHOMANNOMUTASE                           
4urj-D,3.9,3.2,71,174,1,PROTEIN FAM83A                               
3oj0-A,3.9,3,67,138,9,GLUTAMYL-TRNA REDUCTASE                      
1abe-A,3.9,3.3,73,305,10,L-ARABINOSE-BINDING PROTEIN                  
1gz0-F,3.9,3.4,92,253,8,HYPOTHETICAL TRNA/RRNA METHYLTRANSFERASE YJFH 
3o47-A,3.9,4.6,73,289,8,ADP-RIBOSYLATION FACTOR GTPASE-ACTIVATING PRO 
6plj-A,3.9,3.3,75,216,9,NUCLEOTIDYL TRANSFERASE                      
6dqi-A,3.9,3.5,71,175,8,FMN REDUCTASE (NADPH)                        
6hq7-A,3.9,3.2,81,377,7,EAL ENZYME BD1971                            
3gyx-A,3.9,3,86,662,6,ADENYLYLSULFATE REDUCTASE                    
6mv2-A,3.9,3.4,75,356,5,CYTOCHROME B5 REDUCTASE 4                    
6k8s-A,3.9,3.2,91,662,12,NAD-DEPENDENT EPIMERASE/DEHYDRATASE:SHORT-CHA 
3hgm-A,3.9,3.5,74,147,1,UNIVERSAL STRESS PROTEIN TEAD                
2g8l-B,3.9,3.3,74,286,5,287AA LONG HYPOTHETICAL PROTEIN              
6otj-B,3.9,3.3,76,432,16,TYROSINE--TRNA LIGASE                        
6q7p-A,3.9,3.1,90,230,14,OE1.2                                        
2gge-D,3.9,3.6,67,376,13,YITF                                         
3pwz-A,3.9,2.8,71,271,7,SHIKIMATE DEHYDROGENASE 3                    
1obh-A,3.9,3.6,88,764,7,LEUCYL-TRNA SYNTHETASE                       
5uzv-Z,3.8,3.6,80,348,8,EXONUCLEASE 1                                
3tzt-A,3.8,4.3,84,234,7,GLYCOSYL TRANSFERASE FAMILY 8                
3ef1-A,3.8,3.2,87,372,11,RNA POLYMERASE II SUBUNIT A C-TERMINAL DOMAIN 
4dvj-B,3.8,2.9,73,342,11,PUTATIVE ZINC-DEPENDENT ALCOHOL DEHYDROGENASE 
1fcd-A,3.8,2.8,81,401,10,FLAVOCYTOCHROME C SULFIDE DEHYDROGENASE (FLAV 
3cgx-A,3.8,3.8,85,231,6,PUTATIVE NUCLEOTIDE-DIPHOSPHO-SUGAR TRANSFERA 
2obb-A,3.8,3.4,79,121,6,HYPOTHETICAL PROTEIN                         
1e5l-A,3.8,3.6,81,449,10,SACCHAROPINE REDUCTASE                       
3g40-A,3.8,3.6,70,258,7,NA-K-CL COTRANSPORTER                        
4zav-A,3.8,3.3,85,208,14,UBIX                                         
3k4o-A,3.8,3.2,90,260,8,ISOPENTENYL PHOSPHATE KINASE                 
5z3g-S,3.8,3.2,64,197,8,25S RRNA                                     
2x4d-A,3.8,3,86,270,9,PHOSPHOLYSINE PHOSPHOHISTIDINE INORGANIC PYRO 
3h5a-C,3.8,3.3,84,358,8,MCCB PROTEIN                                 
1xpj-A,3.8,3.4,78,124,9,HYPOTHETICAL PROTEIN                         
2p11-A,3.8,3.4,91,219,10,HYPOTHETICAL PROTEIN                         
5gzl-A,3.8,3,68,358,7,LYSINE CYCLODEAMINASE                        
5tmb-A,3.7,3.3,85,451,12,"GLYCOSYLTRANSFERASE, OS79                    "
3nk7-B,3.7,3.4,92,268,7,23S RRNA METHYLTRANSFERASE                   
5z0c-A,3.7,3.6,72,367,13,NEROL DEHYDROGENASE                          
5ldh-A,3.7,3.2,81,333,2,LACTATE DEHYDROGENASE                        
1a27-A,3.7,3.1,78,285,9,17-BETA-HYDROXYSTEROID-DEHYDROGENASE         
5zl9-A,3.7,3,73,594,4,CHITINASE AB                                 
2jjx-A,3.7,3.2,84,244,4,URIDYLATE KINASE                             
3lqk-A,3.7,3.7,92,195,12,DIPICOLINATE SYNTHASE SUBUNIT B              
1x7o-A,3.7,3.8,97,267,7,RRNA METHYLTRANSFERASE                       
4rkq-A,3.7,3.5,76,282,12,"TRANSCRIPTIONAL REGULATOR, LACI FAMILY       "
2v3a-A,3.7,3,77,381,12,RUBREDOXIN REDUCTASE                         
4rap-E,3.7,3.5,75,390,7,GLYCOSYLTRANSFERASE TIBC                     
4p98-A,3.7,3.7,74,300,9,EXTRACELLULAR SOLUTE-BINDING PROTEIN         
2gk4-A,3.7,3.1,77,229,9,CONSERVED HYPOTHETICAL PROTEIN               
5z8b-A,3.7,3.2,77,209,8,KFIA PROTEIN                                 
1su1-A,3.7,3.2,80,184,6,HYPOTHETICAL PROTEIN YFCE                    
1xv5-A,3.6,3.9,101,401,8,DNA ALPHA-GLUCOSYLTRANSFERASE                
3c1o-A,3.6,3.6,85,314,4,EUGENOL SYNTHASE                             
3qi7-A,3.6,4.4,78,358,8,PUTATIVE TRANSCRIPTIONAL REGULATOR           
2nvu-B,3.6,3.1,92,789,11,NEDD8-ACTIVATING ENZYME E1 REGULATORY SUBUNIT 
5z09-E,3.6,3.6,81,369,2,DUAL SUGAR-1-PHOSPHATE NUCLEOTIDYLYLTRANSFERA 
2nvu-A,3.6,3.2,85,530,7,NEDD8-ACTIVATING ENZYME E1 REGULATORY SUBUNIT 
6v35-A,3.6,3.2,85,914,5,CALCIUM-ACTIVATED POTASSIUM CHANNEL SUBUNIT A 
4ggm-X,3.6,3.7,69,277,10,"UDP-2,3-DIACYLGLUCOSAMINE PYROPHOSPHATASE LPX "
1t71-A,3.6,3.5,90,281,8,PHOSPHATASE                                  
6gyf-B,3.6,3.7,76,366,8,NICOTINAMIDE-NUCLEOTIDE ADENYLYLTRANSFERASE N 
2hra-A,3.6,2.8,59,180,12,"GLUTAMYL-TRNA SYNTHETASE, CYTOPLASMIC        "
6om8-D,3.6,3.8,74,468,7,UDP-GLUCOSE 6-DEHYDROGENASE                  
3s6j-B,3.6,3.2,87,209,7,"HYDROLASE, HALOACID DEHALOGENASE-LIKE FAMILY "
2x0k-A,3.6,3.6,86,338,7,RIBOFLAVIN BIOSYNTHESIS PROTEIN RIBF         
4ezb-A,3.6,2.8,76,299,16,UNCHARACTERIZED CONSERVED PROTEIN            
4cbv-F,3.6,3.3,70,256,9,COME                                         
3qvf-A,3.6,3.2,89,274,11,FOMA PROTEIN                                 
5dx9-A,3.6,3.3,87,307,7,TREHALOSE-6-PHOSPHATE PHOSPHATASE            
2kpo-A,3.6,3.3,65,110,5,ROSSMANN 2X2 FOLD PROTEIN                    
5vqc-C,3.6,3.1,77,468,21,RIFAMPIN MONOOXYGENASE                       
2r0g-A,3.6,3.4,87,522,23,REBC                                         
3kyc-B,3.5,3.2,85,548,11,SUMO-ACTIVATING ENZYME SUBUNIT 1             
4f4h-A,3.5,4,76,540,7,GLUTAMINE DEPENDENT NAD+ SYNTHETASE          
6tpk-A,3.5,4.1,98,461,11,OXYTOCIN RECEPTOR                            
5wgr-A,3.5,3.5,99,664,8,FLAVIN-DEPENDENT HALOGENASE                  
1yac-A,3.5,3.5,90,204,7,YCAC GENE PRODUCT                            
4fmw-A,3.5,3.7,81,179,5,RNA (GUANINE-9-)-METHYLTRANSFERASE DOMAIN-CON 
3l7j-B,3.5,3.8,87,412,7,TEICHOIC ACID BIOSYNTHESIS PROTEIN F         
2qjc-A,3.5,4,85,222,9,"DIADENOSINE TETRAPHOSPHATASE, PUTATIVE       "
6nki-A,3.5,3.3,85,356,2,NRPS                                         
3r6d-A,3.5,3.1,80,221,3,NAD-DEPENDENT EPIMERASE/DEHYDRATASE          
2bmu-B,3.5,3.3,84,226,7,URIDYLATE KINASE                             
5ac7-B,3.5,3.5,78,247,5,                                              
2ymb-D,3.5,3.2,67,231,4,MIT DOMAIN-CONTAINING PROTEIN 1              
1w0m-A,3.5,3,86,225,10,TRIOSEPHOSPHATE ISOMERASE                    
6tpn-A,3.5,4.1,95,510,12,"OREXIN RECEPTOR TYPE 2,GLGA GLYCOGEN SYNTHASE "
1vk4-A,3.5,3,92,283,7,PFKB CARBOHYDRATE KINASE TM0415              
4yed-D,3.5,3.4,87,255,8,TRNA THREONYLCARBAMOYLADENOSINE DEHYDRATASE  
4n9w-A,3.5,3.7,81,360,4,GDP-MANNOSE-DEPENDENT ALPHA-(1-2)-PHOSPHATIDY 
4wzz-A,3.5,4.5,76,321,11,"PUTATIVE SUGAR ABC TRANSPORTER, SUBSTRATE-BIN "
1civ-A,3.5,3.4,98,374,9,NADP-MALATE DEHYDROGENASE                    
3c1a-A,3.5,3.4,74,307,3,PUTATIVE OXIDOREDUCTASE                      
2mu1-A,3.5,3.4,84,137,13,"HYDROLASE, HALOACID DEHALOGENASE-LIKE FAMILY "
6go1-A,3.4,3.1,82,318,4,POLYSACCHARIDE DEACETYLASE-LIKE PROTEIN      
5dou-D,3.4,3.5,84,1430,7,"CARBAMOYL-PHOSPHATE SYNTHASE [AMMONIA], MITOC "
4ya6-A,3.4,3.7,82,270,6,C ALPHA-DEHYDROGENASE                        
2o6l-B,3.4,3.7,83,166,11,UDP-GLUCURONOSYLTRANSFERASE 2B7              
2iuy-A,3.4,3.8,82,340,11,GLYCOSYLTRANSFERASE                          
3pxx-A,3.4,3.4,82,282,9,CARVEOL DEHYDROGENASE                        
5zt8-A,3.4,3.4,73,256,8,SIROHYDROCHLORIN FERROCHELATASE              
3abi-A,3.4,3.2,77,349,10,PUTATIVE UNCHARACTERIZED PROTEIN PH1688      
6uw3-A,3.4,3.1,89,326,4,PHOSPHOENOLPYRUVATE TRANSFERASE              
4n0p-A,3.4,3.2,69,134,13,PILUS ASSEMBLY PROTEIN CPAE                  
1w6u-B,3.4,3.1,83,286,4,"2,4-DIENOYL-COA REDUCTASE, MITOCHONDRIAL      "
5n2p-A,3.4,3.3,87,241,7,TRYPTOPHAN SYNTHASE ALPHA CHAIN              
3ibs-A,3.4,3.2,76,206,8,CONSERVED HYPOTHETICAL PROTEIN BATB          
6kih-A,3.4,3.6,87,400,6,TLL1590 PROTEIN                              
5way-A,3.4,3.4,70,482,9,TRANSCRIPTIONAL ACTIVATOR                    
3ij5-A,3.4,3.2,85,185,6,3-DEOXY-D-MANNO-OCTULOSONATE 8-PHOSPHATE PHOS 
3dp7-A,3.4,2.6,67,351,12,SAM-DEPENDENT METHYLTRANSFERASE              
2fno-A,3.4,3.6,70,239,7,AGR_PAT_752P                                 
4plp-A,3.3,3.6,83,475,5,HOMOSPERMIDINE SYNTHASE                      
6u4b-A,3.3,3.6,89,570,7,WBBM PROTEIN                                 
3pi7-A,3.3,2.7,67,343,6,NADH OXIDOREDUCTASE                          
4xyw-A,3.3,3.6,90,324,10,O-ANTIGEN BIOSYNTHESIS GLYCOSYLTRANSFERASE WB 
2yyy-A,3.3,3.9,86,342,7,GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE     
2jlb-A,3.3,3.4,93,548,12,XCC0866                                      
3goh-A,3.3,3.8,70,297,10,"ALCOHOL DEHYDROGENASE, ZINC-CONTAINING       "
5vj7-B,3.3,3.3,76,282,7,OXIDOREDUCTASE                               
6vtj-A,3.3,3.2,80,471,8,NON-RIBOSOMAL PEPTIDE SYNTHETASE             
6g80-B,3.3,3.4,73,226,8,METHYLTRANSFERASE DOMAIN PROTEIN             
2gm3-A,3.3,3.7,74,153,7,UNKNOWN PROTEIN                              
4bnd-B,3.3,3.1,82,253,9,ALPHA-PHOSPHOGLUCOMUTASE                     
4pe6-B,3.3,4.1,78,324,8,PUTATIVE ABC TRANSPORTER                     
4c6t-C,3.3,3.4,72,143,8,PROBABLE WRKY TRANSCRIPTION FACTOR 52        
2wte-A,3.3,3.6,76,212,7,CSA3                                         
4yhs-A,3.3,3.5,72,333,4,MONOSACCHARIDE ABC TRANSPORTER SUBSTRATE-BIND 
3ua3-A,3.3,3.9,77,663,10,PROTEIN ARGININE N-METHYLTRANSFERASE 5       
4isc-A,3.3,2.8,70,156,9,METHYLTRANSFERASE                            
5xsd-A,3.3,3.6,66,250,6,PERIPLASMIC BINDING PROTEIN/LACI TRANSCRIPTIO 
1bvr-A,3.3,3.5,83,268,8,PROTEIN (ENOYL-ACYL CARRIER PROTEIN (ACP) RED 
6uut-A,3.3,3.4,80,460,8,3-KETOACYL-ACP REDUCTASE                     
4p0q-B,3.3,2.6,68,284,12,CROSSOVER JUNCTION ENDONUCLEASE MUS81        
3jy6-A,3.3,4.3,78,263,13,"TRANSCRIPTIONAL REGULATOR, LACI FAMILY       "
2yv9-A,3.3,3.5,75,285,9,CHLORIDE INTRACELLULAR CHANNEL EXC-4         
4gmg-A,3.2,3.8,86,358,7,YERSINIABACTIN BIOSYNTHETIC PROTEIN YBTU     
1y8r-A,3.2,3.2,85,314,7,UBIQUITIN-LIKE 1 ACTIVATING ENZYME E1A       
5uz4-Z,3.2,3.5,79,323,4,16S RIBOSOMAL RNA                            
3l9w-B,3.2,3.2,64,357,6,GLUTATHIONE-REGULATED POTASSIUM-EFFLUX SYSTEM 
3ngw-A,3.2,3.2,72,195,8,MOLYBDOPTERIN-GUANINE DINUCLEOTIDE BIOSYNTHES 
2mwg-A,3.2,4.6,70,261,3,BLUE-LIGHT PHOTORECEPTOR                     
1ni5-A,3.2,3.7,74,433,8,PUTATIVE CELL CYCLE PROTEIN MESJ             
6yb8-A,3.2,3.7,76,419,5,MULTIFUNCTIONAL PROTEIN ADE2                 
1i9d-A,3.2,3.4,68,138,12,ARSENATE REDUCTASE                           
3ic5-A,3.2,3.8,72,115,3,PUTATIVE SACCHAROPINE DEHYDROGENASE          
1cqx-A,3.2,3.6,74,403,8,FLAVOHEMOPROTEIN                             
4mkr-B,3.2,2.9,71,228,11,ZINGIBER OFFICINALE DOUBLE BOND REDUCTASE    
4yhb-B,3.2,3.7,73,262,8,IRON-CHELATOR UTILIZATION PROTEIN            
4fx7-B,3.2,3.8,84,241,7,IMIDAZOLE GLYCEROL PHOSPHATE SYNTHASE SUBUNIT 
3mgg-B,3.2,2.8,69,253,12,METHYLTRANSFERASE                            
7req-B,3.2,3.6,85,623,6,PROTEIN (METHYLMALONYL-COA MUTASE)           
5bju-A,3.2,3.3,79,340,11,WLAL PROTEIN                                 
2z4t-A,3.2,4,75,493,8,"BETA-GALACTOSIDE ALPHA-2,6-SIALYLTRANSFERASE "
6yub-A,3.2,3.8,87,423,11,ADENYLYLTRANSFERASE AND SULFURTRANSFERASE UBA 
6xeh-A,3.2,3.7,68,125,4,DE NOVO DESIGNED OR386                       
6eqo-A,3.2,3.2,71,1804,8,ACETYL-COENZYME A SYNTHETASE                 
6sce-A,3.2,3.8,77,614,6,UNCHARACTERIZED PROTEIN                      
3o1l-A,3.2,3.5,83,298,11,FORMYLTETRAHYDROFOLATE DEFORMYLASE           
1vmd-A,3.2,3.6,77,156,5,METHYLGLYOXAL SYNTHASE                       
1k3u-A,3.2,4.1,91,269,8,TRYPTOPHAN SYNTHASE ALPHA CHAIN              
1nvm-B,3.2,3.9,86,312,6,4-HYDROXY-2-OXOVALERATE ALDOLASE             
6gkv-A,3.2,3,66,352,8,COCLAURINE N-METHYLTRANSFERASE               
4mcj-G,3.1,5.2,64,154,2,UNCHARACTERIZED PROTEIN                      
6gg2-A,3.1,3.1,80,494,6,AMINO ACID OXIDASE FMPA                      
3cp8-A,3.1,3,74,611,7,TRNA URIDINE 5-CARBOXYMETHYLAMINOMETHYL       
2jkv-A,3.1,3.1,72,482,1,"6-PHOSPHOGLUCONATE DEHYDROGENASE, DECARBOXYLA "
3snk-A,3.1,2.9,66,119,11,RESPONSE REGULATOR CHEY-LIKE PROTEIN         
5zi9-B,3.1,4.4,91,240,12,CYTOKININ RIBOSIDE 5'-MONOPHOSPHATE PHOSPHORI 
2yml-A,3.1,3.4,89,228,13,L-HALOACID DEHALOGENASE                      
3dxx-A,3.1,3.4,79,208,13,TRNA (GUANINE-N(7)-)-METHYLTRANSFERASE       
6s3k-A,3.1,2.6,55,573,5,APC FAMILY PERMEASE                          
3ceu-A,3.1,4,83,198,4,THIAMINE PHOSPHATE PYROPHOSPHORYLASE         
4uwq-A,3.1,2.6,75,548,9,SULFUR OXIDATION PROTEIN SOXB                
4il1-A,3.1,3.4,83,529,10,"CALMODULIN, CALCINEURIN SUBUNIT B TYPE 1, SER "
5lb9-A,3.1,2.8,68,365,6,ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADPH 
3tsn-A,3.1,4,89,364,6,4-HYDROXYTHREONINE-4-PHOSPHATE DEHYDROGENASE 
6d6y-A,3.1,3.4,77,512,8,APRA METHYLTRANSFERASE 2                     
1nba-A,3.1,3.5,89,253,15,N-CARBAMOYLSARCOSINE AMIDOHYDROLASE          
6wje-A,3.1,3.8,68,126,15,DUF411 DOMAIN-CONTAINING PROTEIN             
6abs-A,3.1,3.5,72,98,13,ACTIN BINDING PROTEIN                        
6na4-B,3.1,3,69,448,12,PUTATIVE CROTONYL-COA REDUCTASE              
2ppv-A,3.1,3.1,89,325,8,UNCHARACTERIZED PROTEIN                      
5y77-A,3.1,3.2,82,456,7,KYNURENINE 3-MONOOXYGENASE                   
5usf-A,3.1,3.9,84,683,5,"TYROSYL-TRNA SYNTHETASE, PUTATIVE            "
5c37-A,3.1,3.6,66,632,9,FATTY ACID SYNTHASE                          
4k2x-B,3.1,3.1,93,490,15,POLYKETIDE OXYGENASE/HYDROXYLASE             
4k2x-A,3.1,3.1,93,488,15,POLYKETIDE OXYGENASE/HYDROXYLASE             
1o20-A,3.1,4.1,100,414,5,GAMMA-GLUTAMYL PHOSPHATE REDUCTASE           
6epg-F,3,4.8,65,395,8,EPSILON_1 ANTITOXIN                          
5foe-B,3,4,88,435,11,"GDP-FUCOSE PROTEIN O-FUCOSYLTRANSFERASE 2,THR "
6n04-B,3,3.5,88,366,6,ABSH3                                        
3uw3-B,3,3.5,77,375,8,ASPARTATE-SEMIALDEHYDE DEHYDROGENASE         
5dcy-A,3,3.4,78,366,10,IRIDOID SYNTHASE                             
1z45-A,3,3.6,82,674,11,GAL10 BIFUNCTIONAL PROTEIN                   
4n82-B,3,3.4,71,153,6,RIBONUCLEOTIDE REDUCTASE                     
6oew-B,3,3.2,85,239,6,CYTIDYLYLTRANSFERASE                         
3cvo-A,3,3.5,70,194,9,METHYLTRANSFERASE-LIKE PROTEIN OF UNKNOWN FUN 
6jzq-B,3,3.3,71,345,6,LONG-CHAIN ACYL-[ACYL-CARRIER-PROTEIN] REDUCT 
3lov-A,3,3,79,451,4,PROTOPORPHYRINOGEN OXIDASE                   
5uin-A,3,3.5,81,399,7,FORMYLTRANSFERASE                            
4lda-B,3,4.7,73,128,7,TADZ                                         
4lps-A,3,3.2,89,215,6,HYDROGENASE/UREASE NICKEL INCORPORATION PROTE 
4iao-B,3,3.3,78,429,3,NAD-DEPENDENT HISTONE DEACETYLASE SIR2       
4k8p-A,3,3.4,96,332,5,SUGAR KINASE                                 
6nkh-A,3,3.4,84,261,7,SHORT CHAIN DEHYDROGENASE                    
2exx-A,3,3.6,81,305,9,HSCARG PROTEIN                               
5us8-A,3,4.1,73,445,5,ARGININOSUCCINATE SYNTHASE                   
6g0z-A,3,4.3,76,290,8,RIBOSOME BIOGENESIS GTPASE A                 
5zer-A,2.9,3.7,87,354,5,UDP-GLUCOSE:TETRAHYDROBIOPTERIN GLUCOSYLTRANS 
5ajt-A,2.9,3.3,74,217,14,PHOSPHORIBOHYDROLASE LONELY GUY              
2xmo-A,2.9,3.6,88,409,8,LMO2642 PROTEIN                              
5llt-A,2.9,3.7,74,205,7,NICOTINATE-NUCLEOTIDE ADENYLYLTRANSFERASE    
3wv9-A,2.9,3.3,78,205,8,HMD CO-OCCURRING PROTEIN HCGE                
2ew2-B,2.9,3.6,80,314,3,"2-DEHYDROPANTOATE 2-REDUCTASE, PUTATIVE      "
3dff-A,2.9,3.3,81,266,7,TEICOPLANIN PSEUDOAGLYCONE DEACETYLASES ORF2 
4mp6-A,2.9,3.4,76,334,5,PUTATIVE ORNITHINE CYCLODEAMINASE            
2hqo-A,2.9,3.2,68,119,7,PUTATIVE TRANSCRIPTIONAL REGULATOR           
4bxo-B,2.9,5.1,74,196,11,FANCONI ANEMIA GROUP M PROTEIN               
3l86-A,2.9,3,76,245,8,ACETYLGLUTAMATE KINASE                       
