No,Hit,Z-score,rmsd,lali,nres,%id,Description,,,,,,
2000,2e2m-J,5.9,2.6,102,238,18,PROBABLE,PEROXIREDOXIN,,,,,
2001,2e2m-H,5.9,2.7,103,241,17,PROBABLE,PEROXIREDOXIN,,,,,
2002,2kuc-A,5.9,3.5,98,121,16,PUTATIVE,DISULPHIDE-ISOMERASE,,,,,
2003,2dlx-A,5.8,2.7,95,153,11,UBX,DOMAIN-CONTAINING,PROTEIN,7,,,
2004,2b7j-B,5.8,3,94,181,13,SCO1,PROTEIN,,,,,
2005,2ywn-A,5.8,2.9,88,150,16,PEROXIREDOXIN-LIKE,PROTEIN,,,,,
2006,2cx3-B,5.8,2.9,93,161,18,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
2007,2ayt-A,5.8,3.1,91,230,19,GLUTAREDOXIN-LIKE,PROTEIN,,,,,
2008,5ept-F,5.8,2.8,96,170,13,PEROXIREDOXIN,TSA2,,,,,
2009,1h75-A,5.8,2.9,71,76,10,GLUTAREDOXIN-LIKE,PROTEIN,NRDH,,,,
2010,1oc3-A,5.8,2.8,93,162,12,PEROXIREDOXIN,5,,,,,
2011,3zlp-W,5.8,2.8,97,165,14,THIOREDOXIN,PEROXIDASE,,,,,
2012,3zlp-n,5.8,3.1,99,166,14,THIOREDOXIN,PEROXIDASE,,,,,
2013,3zlp-J,5.8,2.8,99,166,13,THIOREDOXIN,PEROXIDASE,,,,,
2014,3zlp-M,5.8,2.8,99,165,13,THIOREDOXIN,PEROXIDASE,,,,,
2015,3zlp-m,5.8,3,96,157,14,THIOREDOXIN,PEROXIDASE,,,,,
2016,3i43-B,5.8,3,91,167,10,THIOL,PEROXIDASE,,,,,
2017,4wbj-B,5.8,3.1,94,158,17,BLR1131,PROTEIN,,,,,
2018,4wbj-A,5.8,3.1,94,157,17,BLR1131,PROTEIN,,,,,
2019,4wbr-D,5.8,3.1,94,157,17,BLR1131,PROTEIN,,,,,
2020,5u51-A,5.8,2.9,74,203,8,STRINGENT,STARVATION,PROTEIN,A,,,
2021,6trt-A,5.8,2.9,95,1369,7,UDP-GLUCOSE-GLYCOPROTEIN,GLUCOSYLTRANSFERASE-LIKE,,,,,
2022,3gha-A,5.8,2.7,88,186,15,DISULFIDE,BOND,FORMATION,PROTEIN,D,,
2023,3me7-A,5.8,2.9,93,169,13,PUTATIVE,UNCHARACTERIZED,PROTEIN,,,,
2024,6f4k-A,5.8,2.8,75,241,11,GLUTATHIONE,TRANSFERASE,,,,,
2025,1zof-C,5.8,3,98,170,14,ALKYL,HYDROPEROXIDE-REDUCTASE,,,,,
2026,4mly-C,5.8,2.5,80,202,16,DSBP,,,,,,
2027,1zof-A,5.8,3,98,170,14,ALKYL,HYDROPEROXIDE-REDUCTASE,,,,,
2028,1zof-E,5.8,3,98,170,14,ALKYL,HYDROPEROXIDE-REDUCTASE,,,,,
2029,4mly-A,5.8,2.4,79,196,16,DSBP,,,,,,
2030,4ml1-A,5.8,2.5,81,202,16,DSBP,,,,,,
2031,1zof-G,5.8,3,98,170,14,ALKYL,HYDROPEROXIDE-REDUCTASE,,,,,
2032,1v57-B,5.8,3,91,229,14,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBG,,,
2033,1eej-B,5.8,2.7,86,216,14,THIOLDISULFIDE,INTERCHANGE,PROTEIN,,,,
2034,1zof-I,5.8,3,98,170,14,ALKYL,HYDROPEROXIDE-REDUCTASE,,,,,
2035,4ml6-B,5.8,2.5,80,201,16,DSBP,,,,,,
2036,2h0i-B,5.8,3.1,90,229,14,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBG,,,
2037,2lja-A,5.7,2.8,93,152,23,PUTATIVE,THIOL-DISULFIDE,OXIDOREDUCTASE,,,,
2038,1hd2-A,5.7,2.9,93,161,13,PEROXIREDOXIN,5,RESIDUES,54-214,,,
2039,5ept-B,5.7,2.8,96,173,11,PEROXIREDOXIN,TSA2,,,,,
2040,3zlp-G,5.7,2.8,97,162,14,THIOREDOXIN,PEROXIDASE,,,,,
2041,3zlp-l,5.7,3.1,100,165,13,THIOREDOXIN,PEROXIDASE,,,,,
2042,3zlp-R,5.7,2.9,98,164,14,THIOREDOXIN,PEROXIDASE,,,,,
2043,3zlp-V,5.7,2.9,97,165,13,THIOREDOXIN,PEROXIDASE,,,,,
2044,4gqf-B,5.7,2.9,93,162,18,THIOL,PEROXIDASE,,,,,
2045,4gqf-A,5.7,2.9,93,163,18,THIOL,PEROXIDASE,,,,,
2046,1o73-A,5.7,3.3,91,144,19,TRYPAREDOXIN,,,,,,
2047,3a5w-J,5.7,2.7,104,241,18,PROBABLE,PEROXIREDOXIN,,,,,
2048,3ec3-B,5.7,3,86,229,7,PROTEIN,DISULFIDE-ISOMERASE,A4,,,,
2049,1z6n-A,5.7,3.1,90,166,11,HYPOTHETICAL,PROTEIN,PA1234,,,,
2050,3mng-A,5.7,2.9,95,161,13,"PEROXIREDOXIN-5,",MITOCHONDRIAL,,,,,
2051,4g2e-A,5.7,2.9,89,151,17,PEROXIREDOXIN,,,,,,
2052,1xvq-A,5.7,2.8,88,160,15,THIOL,PEROXIDASE,,,,,
2053,3ec3-A,5.7,3.1,90,231,7,PROTEIN,DISULFIDE-ISOMERASE,A4,,,,
2054,3hvx-A,5.7,3,92,167,10,THIOL,PEROXIDASE,,,,,
2055,5j9c-B,5.7,2.8,95,170,11,PEROXIREDOXIN,ASP,F3,,,,
2056,3eu4-A,5.7,2.9,89,185,15,BDBD,,,,,,
2057,3eu3-A,5.7,2.8,88,186,15,BDBD,,,,,,
2058,3gh9-A,5.7,2.7,88,186,15,DISULFIDE,BOND,FORMATION,PROTEIN,D,,
2059,3uma-C,5.7,3,97,168,14,HYPOTHETICAL,PEROXIREDOXIN,PROTEIN,,,,
2060,3a5w-F,5.7,2.7,104,244,18,PROBABLE,PEROXIREDOXIN,,,,,
2061,4mly-B,5.7,2.5,80,201,16,DSBP,,,,,,
2062,4ml1-B,5.7,2.5,80,204,16,DSBP,,,,,,
2063,4ml6-D,5.7,2.4,80,201,16,DSBP,,,,,,
2064,6vw8-A,5.7,3,77,151,13,NAD-DEPENDENT,FORMATE,DEHYDROGENASE,GAMMA,SUBUNIT,,
2065,4ml1-D,5.7,2.4,79,203,16,DSBP,,,,,,
2066,4ml1-C,5.7,2.5,80,202,16,DSBP,,,,,,
2067,4ml6-C,5.7,2.4,80,203,16,DSBP,,,,,,
2068,1jzo-B,5.7,2.7,85,216,13,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBC,,,
2069,6f66-B,5.7,2.8,75,241,11,GLUTATHIONE,TRANSFERASE,,,,,
2070,2h0g-B,5.7,3.1,91,229,14,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBG,,,
2071,1xpv-A,5.6,2.6,73,78,14,HYPOTHETICAL,PROTEIN,XCC2852,,,,
2072,4jrr-A,5.6,2.9,87,188,15,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBA,,,
2073,3zlp-A,5.6,3.1,100,163,14,THIOREDOXIN,PEROXIDASE,,,,,
2074,1xzo-A,5.6,3.2,94,172,13,HYPOTHETICAL,PROTEIN,YPMQ,,,,
2075,3zlp-U,5.6,2.7,93,163,14,THIOREDOXIN,PEROXIDASE,,,,,
2076,3zlp-j,5.6,3.1,97,165,13,THIOREDOXIN,PEROXIDASE,,,,,
2077,3zlp-a,5.6,3,96,163,11,THIOREDOXIN,PEROXIDASE,,,,,
2078,3i43-A,5.6,2.9,89,167,10,THIOL,PEROXIDASE,,,,,
2079,4gqc-B,5.6,2.8,89,160,18,THIOL,PEROXIDASE,,,,,
2080,4gqc-A,5.6,2.8,91,160,18,THIOL,PEROXIDASE,,,,,
2081,2npb-A,5.6,2.2,72,88,11,SELENOPROTEIN,W,,,,,
2082,4fiw-A,5.6,2.5,68,76,16,PUTATIVE,GLUTAREDOXIN,NRDH,,,,
2083,5nr1-A,5.6,2.8,74,226,11,FTSZ-BINDING,PROTEIN,FZLA,,,,
2084,5n8y-H,5.6,2.9,82,93,5,CIRCADIAN,CLOCK,PROTEIN,KINASE,KAIC,,
2085,3hvs-B,5.6,2.9,89,167,10,THIOL,PEROXIDASE,,,,,
2086,3hvx-D,5.6,2.8,91,167,10,THIOL,PEROXIDASE,,,,,
2087,5n8y-J,5.6,2.9,82,93,5,CIRCADIAN,CLOCK,PROTEIN,KINASE,KAIC,,
2088,5mzo-A,5.6,2.4,91,1373,7,UDP-GLUCOSE-GLYCOPROTEIN,GLUCOSYLTRANSFERASE-LIKE,,,,,
2089,4ml6-A,5.6,2.6,81,202,16,DSBP,,,,,,
2090,6rfq-f,5.6,2,70,79,7,SUBUNIT,NUAM,OF,NADHUBIQUINONE,OXIDOREDUCTASE,(C,
2091,4mly-D,5.6,2.5,80,201,16,DSBP,,,,,,
2092,1g0t-B,5.6,2.7,85,216,13,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBC,,,
2093,2xhf-A,5.5,2.8,89,156,9,PEROXIREDOXIN,5,,,,,
2094,3vk9-C,5.5,2.5,70,215,11,GLUTATHIONE,S-TRANSFERASE,DELTA,,,,
2095,5aj3-c,5.5,2.3,74,169,14,MITORIBOSOMAL,12S,RRNA,,,,
2096,2k9f-A,5.5,3.1,92,144,22,THIOREDOXIN,,,,,,
2097,2mcs-A,5.5,3,91,128,14,THIOREDOXIN,,,,,,
2098,3s9f-A,5.5,3.2,88,144,17,TRYPAREDOXIN,,,,,,
2099,3f8u-C,5.5,3.4,96,462,10,PROTEIN,DISULFIDE-ISOMERASE,A3ERP57,,,,
2100,3hvs-A,5.5,2.9,89,167,10,THIOL,PEROXIDASE,,,,,
2101,1o6j-B,5.5,3.1,88,146,22,TRYPAREDOXIN,II,,,,,
2102,6f4k-B,5.5,2.8,75,241,11,GLUTATHIONE,TRANSFERASE,,,,,
2103,5xtd-F,5.5,2.3,75,83,15,NADH,DEHYDROGENASE,[UBIQUINONE],FLAVOPROTEIN,"1,",,
2104,6f43-B,5.5,2.7,74,241,11,GLUTATHIONE,TRANSFERASE,,,,,
2105,5lc5-S,5.5,2.1,73,80,12,NADH-UBIQUINONE,OXIDOREDUCTASE,CHAIN,3,,,
2106,6f4f-B,5.5,2.8,75,241,11,GLUTATHIONE,TRANSFERASE,,,,,
2107,5xtb-F,5.5,2.3,75,83,15,NADH,DEHYDROGENASE,[UBIQUINONE],FLAVOPROTEIN,"1,",,
2108,3hvx-C,5.5,2.9,93,167,10,THIOL,PEROXIDASE,,,,,
2109,3zit-A,5.5,2.6,68,74,16,THIOREDOXIN,,,,,,
2110,4h86-A,5.5,2.8,92,187,9,PEROXIREDOXIN,TYPE-2,,,,,
2111,1gwc-C,5.5,2.6,72,222,10,GLUTATHIONE,S-TRANSFERASE,TSI-1,,,,
2112,4xvw-Q,5.5,2.2,86,221,20,DSBA-LIKE,PROTEIN,,,,,
2113,3wzt-F,5.5,2.4,76,111,3,UDP-GLUCOSE-GLYCOPROTEIN,GLUCOSYLTRANSFERASE-LIKE,,,,,
2114,3mak-A,5.5,3,70,208,13,GLUTATHIONE,S-TRANSFERASE,1-Jan,,,,
2115,2gvp-A,5.5,3.1,94,173,13,SCO1,PROTEIN,"HOMOLOG,",MITOCHONDRIAL,,,
2116,1oc9-A,5.5,3.2,87,150,22,TRYPAREDOXIN,II,,,,,
2117,4f2i-A,5.5,2.8,72,83,17,GLUTAREDOXIN,"NRDH,",PUTATIVE,,,,
2118,6rfs-f,5.5,2.2,72,80,7,SUBUNIT,NUAM,OF,NADHUBIQUINONE,OXIDOREDUCTASE,(C,
2119,4yod-A,5.5,3.3,91,277,10,THIOREDOXIN-LIKE,PROTEIN,,,,,
2120,1z6m-A,5.4,2.6,84,175,13,CONSERVED,HYPOTHETICAL,PROTEIN,,,,
2121,3keb-A,5.4,3.6,101,175,8,PROBABLE,THIOL,PEROXIDASE,,,,
2122,1ewx-A,5.4,3,89,144,19,TRYPAREDOXIN,I,,,,,
2123,1tp9-A,5.4,2.9,93,162,11,PEROXIREDOXIN,,,,,,
2124,1ezk-A,5.4,2.9,88,149,19,TRYPAREDOXIN,I,,,,,
2125,4i5q-A,5.4,2.7,86,220,13,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBC,,,
2126,3zlp-Q,5.4,3,96,157,14,THIOREDOXIN,PEROXIDASE,,,,,
2127,3zlp-c,5.4,3.1,99,163,14,THIOREDOXIN,PEROXIDASE,,,,,
2128,5kn0-A,5.4,3.4,105,346,12,CALSEQUESTRIN,,,,,,
2129,2vaf-A,5.4,2.9,88,349,14,CALSEQUESTRIN-2,,,,,,
2130,3zit-B,5.4,2.6,69,78,16,THIOREDOXIN,,,,,,
2131,3qav-A,5.4,2.4,69,219,14,RHO-CLASS,GLUTATHIONE,S-TRANSFERASE,,,,
2132,3ic4-A,5.4,2.9,76,92,20,GLUTAREDOXIN,(GRX-1),,,,,
2133,3keb-D,5.4,3.6,101,175,8,PROBABLE,THIOL,PEROXIDASE,,,,
2134,1jzd-A,5.4,2.7,85,219,13,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBC,,,
2135,3hvx-B,5.4,2.9,92,167,9,THIOL,PEROXIDASE,,,,,
2136,4p3y-B,5.4,2.9,88,181,18,ELONGATION,FACTOR,TU,1,,,
2137,3vk9-B,5.4,2.6,69,213,12,GLUTATHIONE,S-TRANSFERASE,DELTA,,,,
2138,1o81-A,5.3,3.2,87,152,22,TRYPAREDOXIN,II,,,,,
2139,4mja-A,5.3,3.1,79,99,14,PROBABLE,GLUTAREDOXIN,SSR2061,,,,
2140,1wjk-A,5.3,2.9,79,100,14,C330018D20RIK,PROTEIN,,,,,
2141,2axo-A,5.3,3.1,84,222,13,HYPOTHETICAL,PROTEIN,ATU2684,,,,
2142,6ghb-B,5.3,2,85,263,14,REGULATORY,PROTEIN,SPX,,,,
2143,3zlp-i,5.3,2.8,96,158,14,THIOREDOXIN,PEROXIDASE,,,,,
2144,3zlp-P,5.3,3.2,98,165,13,THIOREDOXIN,PEROXIDASE,,,,,
2145,3zrd-A,5.3,2.9,87,174,10,THIOL,PEROXIDASE,,,,,
2146,3keb-B,5.3,3.5,100,173,8,PROBABLE,THIOL,PEROXIDASE,,,,
2147,3keb-C,5.3,3.5,100,173,8,PROBABLE,THIOL,PEROXIDASE,,,,
2148,1t3b-A,5.3,2.7,84,209,12,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBC,,,
2149,4je1-B,5.3,3.1,90,166,12,PROBABLE,THIOL,PEROXIDASE,,,,
2150,2mma-A,5.3,3,78,107,17,MONOTHIOL,"GLUTAREDOXIN-S14,",CHLOROPLASTIC,,,,
2151,3wzt-E,5.3,2.4,71,94,4,UDP-GLUCOSE-GLYCOPROTEIN,GLUCOSYLTRANSFERASE-LIKE,,,,,
2152,5co3-A,5.3,2.4,84,229,17,FRNE,PROTEIN,,,,,
2153,3dvx-A,5.3,2.9,90,191,18,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBA,,,
2154,3zlp-k,5.3,3.1,98,163,13,THIOREDOXIN,PEROXIDASE,,,,,
2155,4pwp-A,5.3,2.9,90,250,17,DSBA,,,,,,
2156,1nm3-B,5.3,3,93,239,8,PROTEIN,HI0572,,,,,
2157,1tjd-A,5.3,2.7,86,216,14,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBC,,,
2158,4pwo-A,5.2,3.1,90,250,16,DSBA,,,,,,
2159,4nv2-A,5.2,2.7,71,264,10,VKORC1/THIOREDOXIN,DOMAIN,PROTEIN,,,,
2160,1hyu-A,5.2,3.6,88,521,14,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,F,,
2161,4iw9-B,5.2,2.7,76,215,9,GLUTATHIONE,TRANSFERASE,,,,,
2162,3a3t-A,5.2,2.7,86,193,17,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBA,,,
2163,5cp1-A,5.2,2.4,85,245,18,FRNE,PROTEIN,,,,,
2164,4glt-A,5.2,2.5,74,208,5,GLUTATHIONE,S-TRANSFERASE-LIKE,PROTEIN,,,,
2165,3zlp-Z,5.2,3,97,165,14,THIOREDOXIN,PEROXIDASE,,,,,
2166,3zlp-h,5.2,3,97,163,12,THIOREDOXIN,PEROXIDASE,,,,,
2167,5ldw-S,5.2,2.4,74,80,11,NADH-UBIQUINONE,OXIDOREDUCTASE,CHAIN,3,,,
2168,6f68-A,5.2,2.8,75,241,11,GLUTATHIONE,TRANSFERASE,,,,,
2169,1r5a-A,5.2,3.3,71,214,8,GLUTATHIONE,TRANSFERASE,,,,,
2170,1q98-B,5.2,3,89,164,9,THIOL,PEROXIDASE,,,,,
2171,4k5r-B,5.2,2.8,79,491,19,OXYGENASE,,,,,,
2172,6f6a-A,5.2,2.7,74,241,11,GLUTATHIONE,TRANSFERASE,,,,,
2173,1z9h-A,5.2,2.6,73,274,16,MEMBRANE-ASSOCIATED,PROSTAGLANDIN,E,SYNTHASE-2,,,
2174,3a3t-E,5.2,2.5,85,193,16,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBA,,,
2175,4zl7-A,5.2,3.1,89,185,18,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBA,,,
2176,3a3t-B,5.2,2.6,85,193,16,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBA,,,
2177,3a3t-F,5.2,2.5,85,193,16,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBA,,,
2178,3a3t-C,5.2,2.5,85,193,16,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBA,,,
2179,6neq-c,5.2,3.1,78,168,13,28S,RIBOSOMAL,"RNA,",MITOCHONDRIAL,,,
2180,1g6w-A,5.2,3.1,79,234,16,URE2,PROTEIN,,,,,
2181,4xvw-I,5.2,2.4,76,198,18,DSBA-LIKE,PROTEIN,,,,,
2182,4uq8-S,5.2,2.5,75,80,0,NADH,UBIQUINONE,OXIDOREDUCTASE,CHAIN,3,,
2183,1j08-E,5.2,3.1,96,225,16,GLUTAREDOXIN-LIKE,PROTEIN,,,,,
2184,1j08-C,5.2,3.2,96,225,16,GLUTAREDOXIN-LIKE,PROTEIN,,,,,
2185,2hze-A,5.1,3.4,82,110,15,GLUTAREDOXIN-1,,,,,,
2186,3gn3-A,5.1,2.4,82,179,15,PUTATIVE,PROTEIN-DISULFIDE,ISOMERASE,,,,
2187,4yam-B,5.1,2.6,71,252,8,BETA-ETHERASE,,,,,,
2188,1q98-A,5.1,2.9,88,164,9,THIOL,PEROXIDASE,,,,,
2189,1a8l-A,5.1,3.2,96,226,16,PROTEIN,DISULFIDE,OXIDOREDUCTASE,,,,
2190,3kp9-A,5.1,2.7,71,259,10,VKORC1/THIOREDOXIN,DOMAIN,PROTEIN,,,,
2191,1b4q-A,5.1,2.9,79,105,13,PROTEIN,(HUMAN,THIOLTRANSFERASE),,,,
2192,6f69-B,5.1,2.9,73,241,11,GLUTATHIONE,TRANSFERASE,,,,,
2193,2xpe-A,5.1,2.9,89,164,10,THIOL,PEROXIDASE,,,,,
2194,2xpe-B,5.1,2.9,87,166,11,THIOL,PEROXIDASE,,,,,
2195,1rw1-A,5.1,3.1,71,114,8,CONSERVED,HYPOTHETICAL,PROTEIN,YFFB,,,
2196,3qmx-A,5.1,3,76,99,14,GLUTAREDOXIN,A,,,,,
2197,3zrd-B,5.1,2.9,87,166,11,THIOL,PEROXIDASE,,,,,
2198,3a3t-D,5.1,2.5,85,193,16,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBA,,,
2199,4zl9-A,5.1,3.1,89,187,18,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBA,,,
2200,4zl8-A,5.1,3.1,89,187,18,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBA,,,
2201,3dvw-A,5.1,2.7,86,191,17,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBA,,,
2202,3hz8-A,5.1,2.7,86,192,17,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBA,,,
2203,3dvx-B,5.1,2.9,87,186,16,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBA,,,
2204,6f70-A,5.1,2.9,77,242,9,GLUTATHIONE,TRANSFERASE,,,,,
2205,5j9b-A,5.1,2.9,90,163,11,PEROXIREDOXIN,ASP,F3,,,,
2206,3j7y-k,5.1,2.6,75,84,13,16S,RRNA,,,,,
2207,2pwj-C,5.1,3.3,97,163,11,MITOCHONDRIAL,PEROXIREDOXIN,,,,,
2208,5hfg-A,5,2.4,84,205,14,UNCHARACTERIZED,"PROTEIN,",CYTOSOLIC,DISULFIDE,REDU,,
2209,1qxh-A,5,3.1,86,164,12,THIOL,PEROXIDASE,,,,,
2210,1kte-A,5,3,80,105,19,THIOLTRANSFERASE,,,,,,
2211,5kn0-B,5,3.3,103,346,16,CALSEQUESTRIN,,,,,,
2212,2qa1-A,5,3,82,487,21,POLYKETIDE,OXYGENASE,PGAE,,,,
2213,4txo-H,5,3.5,90,152,16,THIOLDISULFIDE,INTERCHANGE,PROTEIN,TLPA,,,
2214,2rli-A,5,3.2,95,170,18,SCO2,PROTEIN,"HOMOLOG,",MITOCHONDRIAL,,,
2215,1jlv-A,5,3,70,207,14,GLUTATHIONE,TRANSFERASE,GST1-3,,,,
2216,1oyj-C,5,2.8,70,227,9,GLUTATHIONE,S-TRANSFERASE,,,,,
2217,4lmv-A,5,3,73,252,12,GLUTATHIONE,TRANSFERASE,,,,,
2218,1fov-A,5,2.8,74,82,14,GLUTAREDOXIN,3,,,,,
2219,3s99-A,5,2.9,79,330,10,BASIC,MEMBRANE,LIPOPROTEIN,,,,
2220,3h93-A,5,3.1,89,192,18,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBA,,,
2221,6mws-A,5,3.3,78,108,9,GLUTAREDOXIN-1,,,,,,
2222,6f6a-B,5,2.9,73,241,11,GLUTATHIONE,TRANSFERASE,,,,,
2223,4mcu-E,5,2.5,76,190,17,THIOLDISULFIDE,INTERCHANGE,PROTEIN,,,,
2224,5abr-A,5,2.5,74,104,7,"FERREDOXIN,",2FE-2S,,,,,
2225,4kdu-A,4.9,2.7,67,207,10,GLUTATHIONE,S-TRANSFERASE,DOMAIN,,,,
2226,6mhc-A,4.9,2.7,76,244,11,GLUTATHIONE,S-TRANSFERASE,OMEGA-1,,,,
2227,6pii-A,4.9,3.3,83,336,8,ATRAZINE,PERIPLASMIC,BINDING,PROTEIN,,,
2228,4zil-A,4.9,3.2,77,210,12,DSBA,OXIDOREDUCTASE,,,,,
2229,2fgx-A,4.9,3.3,77,85,10,PUTATIVE,THIOREDOXIN,,,,,
2230,1oyj-A,4.9,3.2,71,228,8,GLUTATHIONE,S-TRANSFERASE,,,,,
2231,4yam-A,4.9,2.7,71,250,8,BETA-ETHERASE,,,,,,
2232,4je1-A,4.9,3,88,174,13,PROBABLE,THIOL,PEROXIDASE,,,,
2233,3gl5-A,4.9,2.2,82,234,18,PUTATIVE,DSBA,OXIDOREDUCTASE,SCO1869,,,
2234,2es7-A,4.9,3.3,84,103,8,PUTATIVE,THIOL-DISULFIDE,ISOMERASE,AND,THIOREDOXI,,
2235,3ewl-A,4.9,3.3,85,138,14,UNCHARACTERIZED,CONSERVED,PROTEIN,BF1870,,,
2236,2g2q-B,4.8,2.6,70,121,13,GLUTAREDOXIN-2,,,,,,
2237,3lxt-C,4.8,2.7,72,211,13,GLUTATHIONE,S,TRANSFERASE,,,,
2238,4v1a-p,4.8,3.2,78,97,12,MITORIBOSOMAL,PROTEIN,"ML37,",MRPL37,,,
2239,1xiy-B,4.8,3.5,99,178,6,PEROXIREDOXIN,,,,,,
2240,3ewl-B,4.8,3.3,85,137,13,UNCHARACTERIZED,CONSERVED,PROTEIN,BF1870,,,
2241,2lns-B,4.8,2.8,88,140,11,ANTERIOR,GRADIENT,PROTEIN,2,HOMOLOG,,
2242,2lns-A,4.8,2.8,88,140,11,ANTERIOR,GRADIENT,PROTEIN,2,HOMOLOG,,
2243,1a8y-A,4.8,2.8,90,338,11,CALSEQUESTRIN,,,,,,
2244,6uih-A,4.8,2.2,61,198,8,GANGLIOSIDE-INDUCED,DIFFERENTIATION-ASSOCIATED,PR,,,,
2245,4txo-F,4.8,3.3,90,158,16,THIOLDISULFIDE,INTERCHANGE,PROTEIN,TLPA,,,
2246,4txo-B,4.8,3.7,91,158,15,THIOLDISULFIDE,INTERCHANGE,PROTEIN,TLPA,,,
2247,1z3e-A,4.8,3.2,76,119,13,REGULATORY,PROTEIN,SPX,,,,
2248,1m2d-A,4.8,2.4,72,101,8,[2FE-2S],FERREDOXIN,,,,,
2249,3hcz-A,4.8,3.2,85,147,14,POSSIBLE,THIOL-DISULFIDE,ISOMERASE,,,,
2250,1f37-B,4.8,2.5,74,110,8,FERREDOXIN,[2FE-2S],,,,,
2251,2gt5-A,4.8,3,90,173,14,SCO1,PROTEIN,"HOMOLOG,",MITOCHONDRIAL,,,
2252,6amr-A,4.8,3.6,89,128,16,THIOREDOXIN,,,,,,
2253,1xg8-A,4.7,3.1,84,108,10,HYPOTHETICAL,PROTEIN,SA0798,,,,
2254,2x8c-B,4.7,3.2,76,593,20,THIOREDOXIN,GLUTATHIONE,REDUCTASE,,,,
2255,4bvy-A,4.7,2.1,63,211,13,METHIONINE--TRNA,"LIGASE,",CYTOPLASMIC,,,,
2256,4z7x-A,4.7,3.1,88,211,14,MDBA,,,,,,
2257,1ilo-A,4.7,2.8,75,77,7,CONSERVED,HYPOTHETICAL,PROTEIN,MTH895,,,
2258,4fyu-A,4.7,3.2,80,144,16,THIOREDOXIN,,,,,,
2259,3kgd-B,4.7,3.9,82,342,7,RNA,3'-TERMINAL,PHOSPHATE,CYCLASE,,,
2260,3l9u-A,4.7,3.1,85,199,19,DISULFIDE,ISOMERASE,,,,,
2261,5j3r-A,4.7,3.7,87,114,9,MONOTHIOL,GLUTAREDOXIN-6,,,,,
2262,5kn0-C,4.7,3.3,103,345,16,CALSEQUESTRIN,,,,,,
2263,2lnt-A,4.7,3.3,95,140,13,ANTERIOR,GRADIENT,PROTEIN,2,HOMOLOG,,
2264,4txo-D,4.7,3.3,88,159,16,THIOLDISULFIDE,INTERCHANGE,PROTEIN,TLPA,,,
2265,4f0c-A,4.7,3.1,75,228,11,GLUTATHIONE,TRANSFERASE,,,,,
2266,3c7m-A,4.7,3.1,85,195,18,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBA-LIKE,,,
2267,1qxh-B,4.7,3.1,86,164,12,THIOL,PEROXIDASE,,,,,
2268,1ego-A,4.7,2.9,74,85,9,GLUTAREDOXIN,,,,,,
2269,3fz5-A,4.7,2.5,78,190,8,POSSIBLE,2-HYDROXYCHROMENE-2-CARBOXYLATE,ISOMERAS,,,,
2270,6gho-A,4.7,3.5,79,126,14,REGULATORY,PROTEIN,SPX,,,,
2271,2khp-A,4.7,2.9,72,92,19,GLUTAREDOXIN,,,,,,
2272,2dki-A,4.7,3.3,90,615,14,3-HYDROXYBENZOATE,HYDROXYLASE,,,,,
2273,3bci-A,4.6,2.1,74,165,14,DISULFIDE,BOND,PROTEIN,A,,,
2274,3erf-A,4.6,3.2,68,208,9,GLUTATHIONE,S-TRANSFERASE,2,,,,
2275,1foh-C,4.6,2.7,86,656,15,PHENOL,HYDROXYLASE,,,,,
2276,6f43-A,4.6,2.8,75,241,11,GLUTATHIONE,TRANSFERASE,,,,,
2277,4dvc-A,4.6,3,83,184,24,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBA,,,
2278,4k6x-A,4.6,2.9,83,199,16,DISULFIDE,OXIDOREDUCTASE,,,,,
2279,1egr-A,4.6,3.1,75,85,9,GLUTAREDOXIN,,,,,,
